long,lat,name,info
-149.906527,61.195174,"REI Store-Anchorage,AK","1200 W Northern Lights Blvd, Anchorage,AK 99503, (907) 272-4565"
-147.7035333,64.8501167,"REI Store-Fairbanks,AK","19 College Road, Fairbanks,AK 99701, (907) 456-5161"
-111.9685265,33.3171386,"REI Store-Chandler,AZ","870 N 54th St, Chandler,AZ 85226, (480) 940-4006"
-111.64415,35.1916,"REI Store-Flagstaff,AZ","323 South Windsor Lane, Flagstaff,AZ 86001, (928) 213-1914"
-111.988471,33.600717,"REI Store-Phoenix,AZ","12634 N Paradise Village Pkwy, Phoenix,AZ 85032, (602) 996-5400"
-110.973347,32.287375,"REI Store-Tucson,AZ","160 W Wetmore Road, Tucson,AZ 85705, (520) 887-1938"
-118.031404,34.142344,"REI Store-Arcadia,CA","214 N Santa Anita Ave, Arcadia,CA 91006, (626) 447-1062"
-122.295866,37.879666,"REI Store-Berkeley,CA","1338 San Pablo Ave, Berkeley,CA 94702, (510) 527-4140"
-118.3315947,34.1917524,"REI Store-Burbank,CA","1900 W Empire Ave, Burbank,CA 91504, (818) 847-9509"
-122.055269,37.970461,"REI Store-Concord,CA","1975 Diamond Blvd [Ste B100], Concord,CA 94520, (925) 825-9400"
-122.516933,37.926933,"REI Store-Corte Madera,CA","213 Corte Madera Town Ctr, Corte Madera,CA 94925, (415) 927-1938"
-121.928501,37.70659,"REI Store-Dublin,CA","7099 Amador Plaza Road, Dublin,CA 94568, (925) 828-9826"
-117.26285,33.067831,"REI Store-Encinitas,CA","1590 Leucadia Blvd, Encinitas,CA 92024, (760) 944-9020"
-121.122148,38.645474,"REI Store-Folsom,CA","2425 Iron Pt Rd, Folsom,CA 95630, (916) 817-8944"
-121.949735,37.50982,"REI Store-Fremont,CA","43962 Fremont Blvd, Fremont,CA 94538, (510) 651-0305"
-119.7901,36.8487,"REI Store-Fresno,CA","7810 N Blackstone Ave, Fresno,CA 93720, (559) 261-4168"
-117.992709,33.730322,"REI Store-Huntington Beach,CA","7777 Edinger Avenue [Ste 138], Huntington Beach,CA 92647, (714) 379-1938"
-118.381148,33.901706,"REI Store-Manhattan Beach,CA","1800 Rosecrans Ave [Ste E], Manhattan Beach,CA 90266, (310) 727-0728"
-121.809583,36.6675,"REI Store-Marina,CA","145 General Stilwell Drive, Marina,CA 93933, (831) 883-8048"
-122.0974,37.4217,"REI Store-Mountain View,CA","2450 Charleston Rd, Mountain View,CA 94043, (650) 969-1938"
-118.538434,34.257236,"REI Store-Northridge,CA","18605 Devonshire St, Northridge,CA 91324, (818) 831-5555"
-119.1764166,34.2390666,"REI Store-Oxnard,CA","2700 Seaglass Way, Oxnard,CA 93036, (805) 981-1938"
-117.538906,34.106483,"REI Store-Rancho Cucamonga,CA","12218 Foothill Blvd, Rancho Cucamonga,CA 91739, (909) 646-8360"
-121.265388,38.771916,"REI Store-Roseville,CA","1148 Galleria Blvd, Roseville,CA 95678, (916) 724-6750"
-121.450534,38.598406,"REI Store-Sacramento,CA","1790 Expo Pkwy, Sacramento,CA 95815, (916) 924-8900"
-122.248142,37.503387,"REI Store-San Carlos,CA","1119 Industrial Rd [Ste A], San Carlos,CA 94070, (650) 508-2330"
-117.160405,32.838174,"REI Store-San Diego,CA","5556 Copley Dr, San Diego,CA 92111, (858) 279-4400"
-122.404478,37.772255,"REI Store-San Francisco,CA","840 Brannan St, San Francisco,CA 94103, (415) 934-1938"
-121.990267,37.288883,"REI Store-San Jose,CA","400 El Paseo de Saratoga, San Jose,CA 95130, (408) 871-8765"
-119.692564,34.416515,"REI Store-Santa Barbara,CA","321 Anacapa Street, Santa Barbara,CA 93101, (805) 560-1938"
-118.494771,34.016653,"REI Store-Santa Monica,CA","402 Santa Monica Blvd, Santa Monica,CA 90401, (310) 458-4370"
-122.713762,38.411321,"REI Store-Santa Rosa,CA","2715 Santa Rosa Ave, Santa Rosa,CA 95407, (707) 540-9025"
-117.79563,33.721408,"REI Store-Tustin,CA","2962 El Camino Real, Tustin,CA 95207, (714) 505-0205"
-118.605417,34.183367,"REI Store-Woodland Hills,CA","6220 Topanga Canyon Blvd, Woodland Hills,CA 91367, (818) 703-5300"
-105.258921,40.018928,"REI Store-Boulder,CO","1789 28th St, Boulder,CO 80301, (303) 583-9970"
-104.798772,38.93317,"REI Store-Colorado Springs,CO","1376 E Woodmen Rd, Colorado Springs,CO 80920, (719) 260-1455"
-105.00952,39.755982,"REI Store-Denver,CO","1416 Platte St, Denver,CO 80202, (303) 756-3100"
-106.054554,39.630427,"REI Store-Dillon,CO","306 Dillon Ridge Rd, Dillon,CO 80435, (970) 468-0161"
-105.077464,40.53233,"REI Store-Fort Collins,CO","4025 S College Ave, Fort Collins,CO 80525, (970) 223-0123"
-108.58057,39.0803,"REI Store-Grand Junction,CO","925 Independent Ave, Grand Junction,CO 81505, (970) 254-8970"
-104.88578,39.59798,"REI Store-Greenwood Village,CO","9000 E Peakview Ave, Greenwood Village,CO 80111, (303) 221-7759"
-105.091418,39.618756,"REI Store-Lakewood,CO","5375 S Wadsworth Blvd, Lakewood,CO 80123, (303) 932-0600"
-104.991361,39.962327,"REI Store-Westminster,CO","14696 Delaware Street, Westminster,CO 80023, (720) 872-1938"
-73.0273649,41.245767,"REI Store-Milford,CT","1587 Boston Post Rd, Milford,CT 06460, (203) 783-0945"
-73.432421,41.103767,"REI Store-Norwalk,CT","189 Connecticut Ave, Norwalk,CT 6854, (203) 838-1938"
-72.739445,41.76036,"REI Store-West Hartford,CT","71 Raymond Road, West Hartford,CT 6107, (860) 233-2211"
-77.0030404,38.9056327,"REI Store-Washington,DC","201 M St NE, Washington,DC 20002, (202) 543-2040"
